n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
9784.0251,-0.2979,0.1432,5.653,0.1036,-6.1421,-0.1037,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
9787.9083,-0.3037,0.149,5.3765,0.2014,-6.0903,-0.1095,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9792.0397,-0.2979,0.149,5.4859,0.2187,-6.0675,-0.1037,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9796.022,-0.2865,0.1375,5.5778,0.0173,-6.0099,-0.0864,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9799.909,-0.2979,0.1432,5.2094,0.2244,-5.9751,-0.0864,0.0,0.0,0.3543,-0.0321,0.0027,-0.0293,0.0325,0.0037,-0.0293
9803.9064,-0.3037,0.149,5.2556,0.2532,-5.9637,-0.1267,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
9807.9043,-0.2979,0.1547,5.4398,0.0518,-5.9175,-0.023,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9811.9181,-0.2922,0.1604,5.6182,0.0748,-6.1365,-0.0058,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9815.8778,-0.2979,0.149,5.4688,-0.1784,-6.0789,-0.0288,0.0,0.0,0.3543,-0.0322,0.0028,-0.0292,0.0325,0.0037,-0.0294
9819.8778,-0.3094,0.1432,5.3075,0.1611,-6.0846,-0.1268,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0293
9824.0783,-0.3037,0.1318,5.5664,-0.0518,-6.0789,-0.0519,0.0,0.0,0.3543,-0.0322,0.0028,-0.0292,0.0325,0.0037,-0.0293
9828.1166,-0.3094,0.1375,5.4455,0.1612,-6.0966,-0.0519,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
9831.9046,-0.3037,0.1375,5.5897,0.1382,-6.1251,-0.0519,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9835.9102,-0.3037,0.1318,5.4569,0.0576,-6.0618,-0.0691,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
9839.9911,-0.3151,0.1318,5.3936,0.0806,-6.0504,-0.0922,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
9843.8979,-0.2979,0.1318,5.5954,0.0921,-6.0966,-0.0576,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9847.9278,-0.3037,0.1318,5.4112,0.2245,-6.1251,-0.0519,0.0,0.0,0.3543,-0.0322,0.0027,-0.0293,0.0325,0.0037,-0.0295
9851.8874,-0.3037,0.1375,5.5378,0.2475,-6.0846,-0.121,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9855.9072,-0.3037,0.1261,5.6182,-0.0288,-6.0909,-0.1268,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9859.9672,-0.2979,0.1261,5.5954,-0.0864,-6.1365,-0.0749,0.0,0.0,0.3543,-0.0322,0.0028,-0.0292,0.0325,0.0037,-0.0295
9863.9002,-0.2979,0.1261,5.3993,0.1266,-6.1023,-0.1152,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9867.9231,-0.2922,0.1318,5.6296,0.1151,-6.0561,-0.1152,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
9871.9093,-0.2979,0.1089,5.3479,-0.2359,-6.0561,-0.1498,0.0,0.0,0.3543,-0.0322,0.0028,-0.0292,0.0325,0.0037,-0.0295
9875.9031,-0.2922,0.0802,5.572,-0.2418,-6.027,-0.1901,0.0,0.0,0.3543,-0.0322,0.0028,-0.0292,0.0325,0.0037,-0.0295
9879.9227,-0.2865,0.0859,5.5954,0.2188,-6.125,-0.1786,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
9884.0468,-0.2807,0.0688,5.5663,-0.1324,-6.1137,-0.1441,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
9887.9727,-0.2807,0.0516,5.6182,-0.1727,-6.0675,-0.1959,0.0,0.0,0.3543,-0.0322,0.0028,-0.0291,0.0325,0.0037,-0.0295
9891.921,-0.275,0.0401,5.4398,0.0691,-6.0327,-0.1786,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9896.0133,-0.2979,0.0401,5.3018,0.1956,-6.3098,-0.1038,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0326,0.0037,-0.0295
9899.9264,-0.2922,0.0458,5.653,0.1382,-6.0788,-0.2593,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9904.0123,-0.3037,0.0401,5.3936,-0.0058,-6.1136,-0.242,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9908.0444,-0.2922,0.0401,5.572,0.1727,-6.0731,-0.2189,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9911.9242,-0.3037,0.0344,5.4974,0.0173,-6.1079,-0.2074,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
9915.9298,-0.2922,0.0458,5.6011,0.0806,-6.0732,-0.1844,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
9919.8967,-0.2922,0.0573,5.555,0.0115,-6.0099,-0.0634,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9923.9847,-0.2979,0.0516,5.405,0.0748,-6.0965,-0.1902,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
9927.894,-0.3037,0.0688,5.3936,0.1842,-6.027,-0.1786,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9931.9067,-0.3151,0.0802,5.3822,0.1209,-6.0965,-0.2074,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9935.9982,-0.3209,0.0859,5.3594,0.1842,-6.0732,-0.1095,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9939.9206,-0.2979,0.0802,5.5897,0.0058,-6.0732,-0.0634,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
9943.9468,-0.3094,0.0974,5.3936,0.2762,-6.0909,-0.0691,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9947.9271,-0.3037,0.1146,5.5606,0.1554,-6.1251,-0.023,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9951.9884,-0.3037,0.1089,5.5778,-0.0403,-6.0903,-0.0922,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9955.8978,-0.3037,0.1203,5.3708,0.1784,-6.027,-0.1844,0.0,0.0,0.3543,-0.0322,0.0027,-0.0293,0.0325,0.0037,-0.0294
9959.9045,-0.3094,0.1203,5.3651,0.1957,-5.9523,-0.2535,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
9963.8906,-0.2979,0.1089,5.7562,-0.1267,-6.1137,-0.098,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0293
9967.8931,-0.2865,0.1031,5.6011,0.0403,-5.9984,-0.2938,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
9971.9029,-0.2865,0.1089,5.4226,0.2705,-6.0447,-0.1901,0.0,0.0,0.3543,-0.0322,0.0027,-0.0293,0.0325,0.0037,-0.0294
9975.9001,-0.275,0.1146,5.5777,0.1439,-6.0561,-0.0576,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
9979.9904,-0.2636,0.1089,5.6353,-0.023,-6.027,-0.0519,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
9983.906,-0.2464,0.1031,5.6125,0.1439,-5.8485,-0.2649,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
9987.9109,-0.2235,0.0974,5.8599,0.2016,-6.0561,-0.1325,0.0,0.0,0.3543,-0.0322,0.0027,-0.0293,0.0325,0.0037,-0.0295
9991.9096,-0.2177,0.1089,5.6585,0.5239,-6.0617,-0.2708,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9995.8979,-0.2005,0.0917,5.6929,-0.0979,-5.8599,-0.334,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
9999.9022,-0.1948,0.0859,5.6182,0.023,-6.0902,-0.1959,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10003.8955,-0.1776,0.0745,5.6011,0.0518,-5.8656,-0.2707,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10007.9019,-0.1776,0.0688,5.5954,0.023,-5.9174,-0.3283,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10011.9009,-0.1604,0.063,5.8371,-0.1094,-5.9466,-0.2362,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10015.9208,-0.149,0.0344,5.6473,-0.2246,-5.889,-0.3053,0.0,0.0,0.3543,-0.0322,0.0028,-0.0292,0.0325,0.0037,-0.0295
10019.8883,-0.1375,0.0229,5.6815,0.1497,-5.8889,-0.3571,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10023.9035,-0.1261,0.0115,5.5954,-0.0058,-5.8371,-0.2649,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
10027.9104,-0.1261,-0.0115,5.653,-0.2533,-5.8775,-0.3629,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10031.8865,-0.1261,-0.0229,5.6125,0.1094,-5.8542,-0.311,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10035.8983,-0.1203,-0.0401,5.653,0.0749,-5.8718,-0.3341,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10039.9031,-0.1261,-0.0286,5.5897,0.2015,-5.8775,-0.3398,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10043.909,-0.1089,-0.0344,5.7505,0.0921,-5.8775,-0.3802,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0038,-0.0294
10047.9218,-0.0974,-0.0401,5.9118,-0.0576,-5.8718,-0.3514,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10051.8938,-0.0802,-0.0516,5.82,-0.1325,-5.8599,-0.334,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10055.9325,-0.0745,-0.0573,5.8947,-0.2189,-5.8656,-0.3283,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10059.923,-0.0802,-0.0573,5.6587,-0.0345,-5.987,-0.3745,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10063.957,-0.0745,-0.063,5.8081,-0.0173,-5.8832,-0.3283,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10067.9171,-0.0745,-0.063,5.7625,0.0,-5.9693,-0.3111,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10071.9189,-0.0745,-0.0458,5.7739,0.0864,-5.9984,-0.3169,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10075.9254,-0.0688,-0.063,5.7739,-0.1555,-5.9579,-0.386,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0038,-0.0294
10079.9157,-0.0688,-0.0573,5.791,0.1497,-5.9237,-0.3226,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10083.9251,-0.0516,-0.0745,5.8656,-0.1613,-5.8086,-0.3283,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
10087.9054,-0.0516,-0.0802,5.8257,-0.1152,-5.906,-0.3917,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10091.9173,-0.063,-0.0688,5.7448,0.167,-5.9351,-0.3687,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10095.9115,-0.0688,-0.0802,5.7105,-0.2361,-5.9294,-0.3687,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10099.9195,-0.0802,-0.0802,5.7796,-0.1209,-6.0446,-0.386,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0038,-0.0295
10103.9045,-0.0688,-0.0802,5.7562,-0.0691,-5.8428,-0.3168,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10107.8909,-0.0688,-0.0688,5.6758,0.1036,-5.7333,-0.2937,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10111.9104,-0.0688,-0.0802,5.6587,-0.1382,-5.9003,-0.3802,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10115.8939,-0.0802,-0.0745,5.6182,0.0921,-5.958,-0.2592,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10119.9186,-0.0859,-0.063,5.5664,0.0633,-5.8718,-0.3744,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10123.9003,-0.0859,-0.0688,5.6701,0.0115,-5.8257,-0.2707,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10127.9143,-0.0859,-0.0516,5.722,0.0979,-5.7852,-0.2534,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10131.8886,-0.0917,-0.0286,5.6986,0.2764,-5.82,-0.288,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0293
10135.908,-0.0802,-0.0229,5.7048,0.2246,-5.6814,-0.3685,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10139.9093,-0.0688,-0.0172,5.8257,-0.1209,-5.8718,-0.3283,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10143.9011,-0.0688,0.0057,5.6068,0.1612,-5.808,-0.19,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10147.9022,-0.063,0.0057,5.8258,0.0749,-5.8313,-0.4262,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0038,-0.0295
10151.9283,-0.0688,0.0,5.6068,0.0806,-5.8314,-0.311,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10155.9,-0.063,0.0172,5.722,0.1094,-5.8428,-0.3053,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10159.9653,-0.0573,0.0229,5.653,0.1555,-5.7505,-0.2015,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
10163.9748,-0.0458,0.0344,5.7448,0.1728,-5.8428,-0.2477,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10167.9134,-0.0516,0.0229,5.5954,-0.1382,-5.7909,-0.3455,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10171.9694,-0.063,0.0115,5.5897,-0.0461,-5.8776,-0.2477,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10175.9038,-0.0688,0.0,5.641,-0.0345,-5.8776,-0.2419,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10179.8923,-0.0745,-0.0115,5.6182,-0.1497,-5.82,-0.288,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10183.9037,-0.0859,0.0,5.6587,0.0461,-5.889,-0.2707,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10187.899,-0.0974,0.0057,5.4631,0.3338,-5.8719,-0.3053,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10191.9223,-0.1089,0.0057,5.5954,0.0691,-5.9118,-0.2938,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10195.8902,-0.1146,0.0115,5.6758,0.2015,-5.9465,-0.3111,0.0,0.0,0.3543,-0.0322,0.0027,-0.0293,0.0325,0.0037,-0.0294
10199.879,-0.1146,0.0229,5.6416,0.2246,-5.8656,-0.2189,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10203.8978,-0.1203,0.0,5.6239,-0.2418,-5.8599,-0.2937,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10207.9845,-0.1318,-0.0115,5.5897,-0.0403,-5.9522,-0.3111,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
10211.8962,-0.1432,-0.0057,5.5606,-0.0691,-5.9693,-0.3341,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10215.9036,-0.1432,-0.0115,5.7277,0.023,-6.0332,-0.3227,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10219.9421,-0.1432,0.0115,5.8484,0.3686,-6.056,-0.2708,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10223.8998,-0.1662,0.0172,5.5954,0.1094,-6.2002,-0.3804,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10227.8918,-0.1662,0.0057,5.7049,-0.0633,-5.9693,-0.3399,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10231.8914,-0.1604,-0.0172,5.7277,-0.0979,-6.085,-0.3861,0.0,0.0,0.3543,-0.0322,0.0027,-0.0293,0.0325,0.0038,-0.0295
10235.9149,-0.1662,-0.0229,5.653,-0.0115,-5.9984,-0.3053,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10239.8973,-0.1776,-0.0286,5.5778,0.0345,-6.0503,-0.3399,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10243.8875,-0.1719,-0.0458,5.7853,-0.0576,-5.9927,-0.3457,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10247.9235,-0.1662,-0.0401,5.8372,-0.0403,-6.0155,-0.265,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10251.9609,-0.1662,-0.0401,5.6182,-0.0173,-5.9813,-0.3802,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10255.9221,-0.1662,-0.0458,5.7739,-0.1037,-6.0965,-0.363,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10260.0258,-0.1719,-0.0401,5.5663,0.1785,-5.9579,-0.3572,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10263.901,-0.1719,-0.0573,5.641,-0.0633,-5.987,-0.3341,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10267.9014,-0.1719,-0.063,5.5778,-0.0403,-6.0617,-0.3342,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10271.9215,-0.1776,-0.0688,5.5378,-0.1266,-5.9408,-0.3629,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10275.8931,-0.1719,-0.063,5.6068,-0.0058,-5.8776,-0.3053,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10279.9247,-0.1662,-0.063,5.7049,-0.0461,-5.8599,-0.2995,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10283.9246,-0.149,-0.0573,5.8315,0.0058,-6.0332,-0.242,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10287.8978,-0.1604,-0.0516,5.6353,-0.023,-6.0042,-0.2016,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
10291.8907,-0.1662,-0.0458,5.722,-0.023,-6.039,-0.1786,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0293
10296.0216,-0.1604,-0.0286,5.6701,0.1036,-6.0213,-0.1325,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10299.915,-0.1547,-0.0229,5.8947,-0.1094,-6.0617,-0.2996,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10303.9407,-0.1547,-0.0344,5.6296,-0.0691,-5.987,-0.3169,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10307.9054,-0.1547,-0.0229,5.6068,0.0633,-6.0156,-0.2247,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10311.889,-0.149,-0.0286,5.7682,-0.1728,-6.0155,-0.265,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10315.8978,-0.1432,-0.0172,5.6872,-0.1497,-6.0213,-0.1671,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10319.979,-0.1375,-0.0344,5.8776,-0.1555,-5.9983,-0.4782,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0293
10323.9087,-0.1261,-0.0458,5.82,-0.1728,-5.7908,-0.3858,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
10328.0394,-0.1375,-0.0516,5.5264,0.0748,-6.0041,-0.3687,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10332.0097,-0.1318,-0.0688,5.8024,-0.1152,-5.9698,-0.4782,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0038,-0.0294
10335.9349,-0.1547,-0.0573,5.2727,0.2417,-6.056,-0.2478,0.0,0.0,0.3543,-0.0322,0.0027,-0.0293,0.0325,0.0037,-0.0295
10339.9985,-0.1261,-0.063,5.6473,-0.1324,-5.5202,-0.0806,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10343.9113,-0.1146,-0.0458,5.7967,0.0,-5.6815,-0.0979,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10347.891,-0.1261,-0.0458,5.486,0.0058,-6.0041,-0.3572,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10351.9916,-0.1261,-0.0458,5.6644,0.1209,-6.0041,-0.3053,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
10355.9052,-0.1146,-0.0458,5.7796,-0.1152,-5.9003,-0.3744,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10360.0455,-0.1089,-0.0573,5.7562,-0.1152,-5.8946,-0.3859,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10363.9639,-0.1261,-0.0516,5.6587,-0.0864,-6.085,-0.4091,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10367.9087,-0.1261,-0.0401,5.7391,0.0576,-5.8947,-0.3053,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10372.0057,-0.1146,-0.0458,5.7334,-0.1267,-5.889,-0.311,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10376.0216,-0.1261,-0.0401,5.5664,0.0173,-5.9522,-0.3514,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0294
10379.9054,-0.1089,-0.063,5.584,-0.2073,-5.9465,-0.3399,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10383.8955,-0.1203,-0.0859,5.8662,-0.2938,-6.0559,-0.4782,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0293
10387.9217,-0.1375,-0.1089,5.7163,-0.1324,-5.9635,-0.4378,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
10391.9095,-0.1261,-0.1089,5.6872,-0.0461,-5.9237,-0.3572,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
10396.007,-0.1203,-0.1261,5.7505,-0.1267,-5.9294,-0.3975,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0038,-0.0295
10400.0269,-0.1203,-0.149,5.6185,-0.6276,-5.8598,-0.3744,0.0,0.0,0.3543,-0.0322,0.0028,-0.0291,0.0325,0.0037,-0.0294
10403.9197,-0.1318,-0.1604,5.6296,-0.2073,-5.9522,-0.432,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0038,-0.0294
10408.0133,-0.1203,-0.1547,5.6929,-0.0633,-5.8946,-0.4205,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10411.8893,-0.1375,-0.1719,5.336,-0.2014,-5.8427,-0.3974,0.0,0.0,0.3543,-0.0322,0.0027,-0.0292,0.0325,0.0037,-0.0295
10416.0274,-0.1432,-0.1833,5.67,-0.3052,-5.9522,-0.3226,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10420.0138,-0.1432,-0.1948,5.6871,-0.3339,-6.0332,-0.3688,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10423.9489,-0.1547,-0.1891,5.4112,-0.1612,-5.9694,-0.2247,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
10427.9061,-0.1547,-0.1719,5.6296,-0.0691,-5.906,-0.4147,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0295
10431.9065,-0.149,-0.1776,5.7219,-0.2879,-5.9003,-0.4032,0.0,0.0,0.3543,-0.0322,0.0027,-0.0291,0.0325,0.0037,-0.0294
