n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
3396.0419,19.6032,15.6739,23.4211,15.2327,15.0057,15.1672,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3400.0212,19.615,15.6622,23.5228,15.3883,15.0111,15.1916,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3404.1572,19.6096,15.6622,23.3662,15.3564,14.7787,15.3887,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3408.0073,19.6145,15.668,23.5975,15.248,14.9046,15.5162,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3412.0167,19.6086,15.6739,23.5034,15.4244,14.9753,15.2749,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3416.1209,19.608,15.6797,23.4657,15.368,14.9045,15.2946,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3420.021,19.6034,15.6931,23.5285,15.3368,14.7918,15.3601,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3424.0567,19.5975,15.6989,23.4528,15.3208,14.8618,15.3518,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3428.0221,19.6034,15.6931,23.4838,15.4151,14.9104,15.1537,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3432.0364,19.5962,15.6914,23.4225,15.4085,14.9151,15.0976,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3436.0256,19.5967,15.6856,23.542,15.3779,14.8455,15.1678,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3440.0236,19.597,15.7048,23.5161,15.3549,14.9037,15.4844,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3444.0106,19.5911,15.7107,23.4336,15.4024,14.898,15.3305,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3448.0271,19.5975,15.6989,23.4903,15.3318,14.8507,15.0815,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3452.0906,19.5913,15.6856,23.5022,15.3653,14.7736,15.1803,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3456.0018,19.5773,15.6764,23.5097,15.2957,14.6721,15.1538,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3460.0239,19.5789,15.6589,23.5721,15.2447,14.8096,15.1158,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3464.0409,19.5776,15.6514,23.3527,15.3153,14.9446,15.161,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3468.029,19.5794,15.653,23.471,15.2968,14.9225,15.3638,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3472.125,19.5732,15.6397,23.4538,15.2633,14.8089,15.1273,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3476.018,19.5722,15.6514,23.3652,15.3427,14.9167,15.3451,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3480.0163,19.566,15.638,23.4897,15.2666,14.8333,15.0929,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3484.0068,19.5597,15.6247,23.4088,15.3219,14.8501,15.2037,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3488.0246,19.5662,15.613,23.3914,15.3143,14.993,15.0548,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3492.0946,19.5541,15.6055,23.3586,15.3093,14.8447,15.0196,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3496.0842,19.5478,15.5921,23.3598,15.2261,14.7856,15.0524,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3500.0152,19.5424,15.5921,23.3341,15.2486,14.7675,15.1429,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3504.1609,19.5352,15.5905,23.3333,15.2803,14.8808,15.0903,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3508.0968,19.5303,15.5846,23.3594,15.2776,14.8091,15.0784,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3512.0211,19.5182,15.5772,23.365,15.2973,14.7799,15.1688,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3516.0272,19.5055,15.5755,23.2857,15.289,14.7145,15.0535,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3520.0027,19.4998,15.5563,23.2851,15.1528,14.9275,15.1235,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3524.0932,19.4939,15.5622,23.2669,15.3191,14.8867,15.109,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3528.1143,19.4926,15.5547,23.3404,15.2622,14.8502,15.1792,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3531.9984,19.4872,15.5547,23.3973,15.3082,14.8385,15.0066,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3536.0177,19.4813,15.5605,23.3527,15.2442,14.7673,15.1917,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3540.0985,19.4802,15.5723,23.2792,15.3011,14.7864,15.2005,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3544.0264,19.4748,15.5723,23.3465,15.3016,14.7027,15.1325,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3548.034,19.4743,15.5781,23.34,15.2425,14.8326,15.2395,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3552.124,19.463,15.584,23.1725,15.2622,14.8031,15.1761,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3556.0287,19.4635,15.5781,23.3412,15.3016,14.7324,15.1039,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3560.0857,19.4576,15.584,23.2849,15.3208,14.6369,15.0474,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3564.015,19.4576,15.584,23.3398,15.3394,14.8327,15.0799,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3568.0367,19.4509,15.5765,23.2409,15.2507,14.8087,15.0165,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3572.03,19.4509,15.5765,23.3725,15.2989,14.8027,15.1143,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3576.0015,19.4509,15.5765,23.2788,15.2814,14.946,15.0273,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3580.0091,19.4452,15.5573,23.4221,15.2464,14.5835,14.8475,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3584.0259,19.4384,15.5498,23.1608,15.2032,14.7447,15.0623,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3588.0327,19.4521,15.5397,23.5898,15.2721,14.7088,15.0104,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3592.036,19.4459,15.5264,23.2912,15.2633,14.7444,14.9516,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3596.109,19.4333,15.5248,23.0919,15.195,14.6911,15.0951,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3600.0233,19.4322,15.5365,23.2599,15.2661,14.8215,15.3747,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3604.068,19.426,15.5231,23.2209,15.2218,14.6371,14.9066,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3608.0809,19.4147,15.529,23.248,15.2327,14.6138,15.2427,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3612.034,19.4029,15.5407,23.1719,15.2682,14.5838,15.2769,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3616.1162,19.3897,15.5449,23.228,15.2748,14.6733,15.2042,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3620.0869,19.3846,15.5641,23.2542,15.2464,14.8985,15.4356,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0273
3624.0477,19.3854,15.5774,23.2585,15.2327,14.7502,15.2219,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3628.0401,19.3903,15.5833,23.2585,15.2327,14.7266,15.1528,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3632.0296,19.3772,15.5875,23.2522,15.219,14.7029,15.1756,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3636.0317,19.3775,15.6067,23.2966,15.2376,14.721,15.3554,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3640.2132,19.3788,15.6142,23.1969,15.1808,14.6792,15.266,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3644.0348,19.3721,15.6067,23.279,15.2557,14.6252,15.3045,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3648.0806,19.3664,15.6317,23.2213,15.0993,14.5538,15.4893,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3652.0872,19.3656,15.6184,23.2156,15.1507,14.6499,15.1538,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3656.0577,19.3661,15.6125,23.1841,15.1081,14.5955,15.2224,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3660.2249,19.3653,15.5992,23.2475,15.213,14.6431,15.0604,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0275
3664.0205,19.3483,15.5859,23.1912,15.2322,14.6193,15.1076,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3668.0325,19.3416,15.5784,23.2354,15.2054,14.6015,15.1248,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3672.083,19.3349,15.5709,23.1904,15.1928,14.5838,15.05,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3676.0996,19.3178,15.5576,23.1858,15.1868,14.4591,15.0164,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3680.0137,19.3116,15.5443,23.2157,15.2218,14.5963,15.0516,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3684.116,19.3049,15.5368,23.1965,15.2322,14.5311,15.0469,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0275
3688.0088,19.2873,15.5293,22.9408,15.2087,14.5834,15.0557,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3692.0127,19.2865,15.516,23.1717,15.2229,14.6368,15.1393,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3696.0646,19.2879,15.5235,23.1039,15.2283,14.7613,15.1299,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3700.0199,19.2992,15.5176,23.2479,15.1616,14.6909,15.1439,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3704.0256,19.2987,15.5235,23.2223,15.184,14.7139,15.2,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3708.0271,19.3059,15.5251,23.2278,15.2294,14.7022,15.0951,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3712.0503,19.3172,15.5192,23.3153,15.1364,14.7271,15.1226,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3716.0073,19.3234,15.5326,23.2605,15.1889,14.6911,15.2546,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3719.997,19.3361,15.5342,23.1732,15.1595,14.6849,15.1741,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3724.0277,19.3351,15.5459,23.2215,15.2868,14.6851,15.1928,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3728.0475,19.3541,15.5358,23.279,15.1134,14.7442,14.9329,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3732.0035,19.3655,15.53,23.1349,15.1803,14.7614,15.0379,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3736.0242,19.3714,15.5241,23.2415,15.1736,14.6485,15.0848,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3740.0364,19.3773,15.5183,23.1916,15.1808,14.9279,14.9582,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3744.0191,19.3909,15.5082,23.2469,15.0768,14.9445,15.0258,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3748.125,19.378,15.4874,23.2347,15.0692,14.4184,14.8613,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0325,0.0036,-0.0275
3752.0438,19.3836,15.4623,23.3153,15.0652,14.6962,14.7574,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0275
3756.0265,19.3782,15.4623,23.2219,15.0933,14.6316,15.1336,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0275
3760.0733,19.372,15.449,23.3153,15.0652,14.5956,15.1305,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0275
3764.044,19.3779,15.4432,23.2542,15.1753,14.6608,14.9757,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3768.0136,19.3722,15.424,23.2658,15.0921,14.6144,14.9612,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0275
3772.0269,19.3722,15.424,23.2721,15.1058,14.7019,15.0089,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3776.0393,19.3711,15.4357,23.3092,15.097,14.5607,15.2453,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3780.047,19.3781,15.4181,23.2919,15.0893,14.6914,14.8379,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3784.1287,19.3713,15.4107,23.2729,15.074,14.6844,14.8608,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0275
3788.054,19.3538,15.4032,23.2594,15.1042,14.5536,14.8818,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0275
3792.0337,19.3649,15.4224,23.2897,15.0877,14.6009,15.2468,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3796.0393,19.3608,15.4298,23.2984,15.1484,14.6256,14.9123,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0275
3800.0206,19.3657,15.4357,23.2608,15.1375,14.6668,15.1725,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3804.1569,19.3722,15.424,23.2654,15.0724,14.7325,14.8955,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3808.0136,19.3654,15.4165,23.2277,15.0872,14.566,14.9078,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0274
3812.079,19.3533,15.409,23.0537,15.0481,14.6546,14.8463,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0324,0.0036,-0.0275
3816.0237,19.4084,15.4022,22.4885,14.9462,16.0163,15.0455,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.032,0.0035,-0.0255
3820.0907,19.1961,15.4195,21.6229,14.8719,15.3491,15.7773,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0321,0.0035,-0.026
3824.0278,17.9813,15.42,20.0725,14.6976,13.2558,15.2241,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0322,0.0035,-0.0268
3828.0098,15.0934,15.3691,17.8725,14.2888,10.8945,14.8217,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0323,0.0036,-0.0273
3832.0115,13.5856,15.3616,15.9262,14.6865,9.823,15.0532,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0322,0.0035,-0.0271
3836.0286,11.9695,15.3275,14.0753,14.3801,8.2965,15.2749,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0322,0.0035,-0.0267
3840.0271,10.1601,15.2857,12.1464,14.0064,6.7481,15.3098,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.0321,0.0033,-0.0258
3844.0342,8.4067,15.2556,10.2995,14.0701,5.1177,15.5377,NaN,NaN,0.6,-0.032,0.0026,-0.027,0.032,0.0033,-0.0264
3848.0376,6.1828,15.2202,8.4764,14.0672,2.7341,15.159,NaN,NaN,0.6,-0.032,0.0026,-0.0275,0.0321,0.0035,-0.0272
3852.0871,4.2781,15.1246,6.6443,13.8642,0.7334,14.3364,NaN,NaN,0.6,-0.0321,0.0027,-0.028,0.0322,0.0036,-0.0279
3856.039,2.5793,15.0212,5.1464,13.5591,-1.1919,14.3393,NaN,NaN,0.6,-0.0321,0.0027,-0.0283,0.0323,0.0037,-0.0283
3860.1215,0.4641,14.8868,2.9749,13.7927,-3.1185,13.6716,NaN,NaN,0.6,-0.032,0.0027,-0.0284,0.0323,0.0038,-0.0285
3864.0321,-1.0944,14.752,1.5128,13.6734,-4.8127,13.8061,NaN,NaN,0.6,-0.032,0.0027,-0.0284,0.0323,0.0038,-0.0288
3868.0542,-2.929,14.6387,-0.699,13.7458,-6.1767,13.7371,NaN,NaN,0.6,-0.032,0.0027,-0.0281,0.0323,0.0038,-0.029
3872.1189,-4.8646,14.5788,-2.7971,14.0098,-7.8855,13.8483,NaN,NaN,0.6,-0.0319,0.0026,-0.0275,0.0323,0.0038,-0.029
3876.0393,-7.8627,14.5104,-6.5403,14.1342,-9.5956,13.9193,NaN,NaN,0.6,-0.0315,0.0024,-0.0256,0.0323,0.0038,-0.0289
3880.0105,-10.0033,14.4779,-9.4446,14.5842,-11.0751,14.0589,NaN,NaN,0.6,-0.0312,0.0023,-0.0246,0.0323,0.0038,-0.0287
3884.0033,-10.8822,14.4041,-9.8054,13.8811,-12.4976,13.8071,NaN,NaN,0.6,-0.0314,0.0024,-0.025,0.0323,0.0038,-0.029
3887.9977,-11.9821,14.3658,-11.1629,14.0575,-13.8036,14.1679,NaN,NaN,0.6,-0.0314,0.0024,-0.025,0.0323,0.0038,-0.0288
3892.0316,-13.2794,14.3247,-12.4806,14.1515,-15.0163,13.9715,NaN,NaN,0.6,-0.0314,0.0024,-0.025,0.0323,0.0038,-0.0284
3896.0479,-13.5736,14.2936,-11.6721,13.8007,-15.9678,13.7183,NaN,NaN,0.6,-0.0317,0.0026,-0.0263,0.0323,0.0038,-0.0281
3900.0225,-13.7856,14.2394,-11.4088,13.679,-16.4386,13.18,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0281
3904.1148,-14.0817,14.1738,-11.8418,13.731,-16.7563,12.6748,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0283
3908.1412,-14.0929,14.1007,-11.5079,13.503,-16.7152,12.691,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.004,-0.0283
3912.0348,-14.1053,14.0047,-11.5019,13.4846,-16.5584,12.3978,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.004,-0.0284
3916.129,-14.0935,13.8944,-11.5251,13.4193,-16.326,12.3404,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.004,-0.0284
3920.1378,-14.1232,13.7869,-11.5431,13.4448,-16.386,12.3384,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.004,-0.0284
3924.019,-14.1883,13.6693,-11.5666,13.3979,-16.5595,12.4354,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.004,-0.0284
3928.0209,-14.2298,13.599,-11.6951,13.392,-16.4757,12.5768,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.004,-0.0284
3932.0687,-14.2757,13.4971,-11.6071,13.3454,-16.5526,12.4588,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.004,-0.0285
3936.1384,-14.2817,13.4125,-11.5196,13.4675,-16.5595,12.3803,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.004,-0.0285
3940.012,-14.3006,13.3478,-11.6125,13.351,-16.5282,12.4445,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.004,-0.0285
3944.0074,-14.3054,13.3106,-11.5835,13.422,-16.4456,12.4828,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.004,-0.0285
3948.0187,-14.2886,13.2862,-11.6593,13.3594,-16.5048,12.4679,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0285
3952.0453,-14.2882,13.2676,-11.6302,13.3822,-16.5533,12.4471,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0285
3956.0407,-14.2938,13.2676,-11.6658,13.3424,-16.5048,12.4679,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0285
3960.0366,-14.306,13.2747,-11.6182,13.4234,-16.4981,12.5158,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0285
3964.0445,-14.3181,13.2818,-11.6428,13.3537,-16.5044,12.5288,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0285
3968.0482,-14.3126,13.2818,-11.6073,13.4177,-16.4929,12.51,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0284
3972.0373,-14.3178,13.2876,-11.6714,13.3424,-16.5892,12.7007,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0286
3976.0504,-14.3241,13.3005,-11.6309,13.4191,-16.577,12.6384,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0286
3980.0255,-14.3362,13.3076,-11.7477,13.2201,-16.6604,12.7786,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0286
3984.0298,-14.347,13.3133,-11.7775,13.3605,-16.5345,12.6228,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0285
3988.0134,-14.3599,13.3333,-11.6896,13.338,-16.6355,12.905,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0285
3992.0333,-14.371,13.3333,-11.818,13.3079,-16.6123,12.5729,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0285
3996.0159,-14.3894,13.3533,-11.8349,13.3079,-16.7082,12.9045,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0286
4000.0215,-14.4002,13.3591,-11.7941,13.2881,-16.6005,12.7499,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0285
4004.0206,-14.419,13.3733,-11.777,13.2938,-16.6784,12.9148,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0285
4008.0375,-14.4308,13.3862,-11.7833,13.3307,-16.6667,12.8467,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0285
4012.0208,-14.4537,13.3991,-11.7644,13.2982,-16.7924,12.8677,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0286
4016.0478,-14.4659,13.4062,-11.8933,13.3589,-16.678,12.8409,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0286
4020.0334,-14.5369,13.4046,-12.4276,13.2365,-17.1524,12.7825,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0287
4024.0512,-14.7793,13.401,-13.3388,13.2978,-17.8422,12.6522,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.029
4028.0452,-15.6828,13.4055,-14.2888,13.1285,-19.0627,12.9805,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.029
4032.0396,-16.6604,13.3864,-15.0114,13.0996,-19.5361,12.7754,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0322,0.0039,-0.0291
4036.0327,-17.2646,13.3989,-15.4441,13.1813,-19.8715,12.8969,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0321,0.0039,-0.0292
4040.0141,-17.6262,13.3713,-15.8013,13.2477,-20.0721,12.4693,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0321,0.004,-0.0292
4044.0289,-17.7942,13.359,-15.8733,13.204,-20.0841,12.5076,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.032,0.004,-0.0292
4048.0116,-17.8429,13.3384,-15.7297,13.2061,-19.9984,12.5691,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.032,0.004,-0.0292
4052.0004,-17.8546,13.3267,-15.8664,13.1232,-19.6266,12.8072,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.032,0.004,-0.0291
4055.9991,-17.8672,13.3281,-15.7765,13.1352,-19.5607,12.9522,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.032,0.0039,-0.0291
4060.029,-17.897,13.3177,-15.7833,13.1669,-19.5725,12.8283,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.032,0.0039,-0.0291
4064.0603,-17.9272,13.3016,-15.6348,13.0535,-19.7313,12.5981,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.032,0.0039,-0.0291
4068.0376,-17.9931,13.294,-15.7719,13.1727,-19.8396,12.6623,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.032,0.0039,-0.0291
4072.0444,-18.0586,13.2923,-15.7354,13.1758,-19.9626,12.8105,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.032,0.0039,-0.0291
4076.0296,-18.0948,13.2951,-15.7893,13.1856,-19.8285,12.7495,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.032,0.0039,-0.0291
4080.0513,-18.1023,13.2906,-15.8432,13.1406,-19.7488,12.855,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.032,0.0039,-0.0291
4084.0518,-18.0889,13.3009,-15.7291,13.1628,-19.8105,12.7481,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.032,0.0039,-0.029
4088.0236,-18.083,13.3068,-15.8192,13.1205,-19.8709,12.7403,NaN,NaN,0.6,-0.0318,0.0026,-0.0269,0.0321,0.0039,-0.0291
